Datum,SKU,Shop,Stav,Název v shopu,Cena v shopu,Měna,€ s DPH,€ bez DPH,DPH,Dostupnost,Zdroj,Poznámka,URL
2026-08-28,SR-RIVAL-SET-PM,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-D2-SET,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-D1-SET,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-D1-SET,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-X-BATTERY,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-X-CHARGER,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-X-PACELINE-160,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-X-PACELINE-X-160,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-X-CENTERLINE-XR-160,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-STBR,bike-discount.de,OK,105 Di2 ST-R7170+BR-R7170 2x12-fach Scheibenbremsen-Set,439.99,EUR,439.99,369.74,19 %,vyprodáno,jsonld,vyprodáno,https://www.bike-discount.de/de/shimano-105-di2-st-r7170-br-r7170-2x12-fach-scheibenbremsen-set-1
2026-08-28,SH-105-RD,bike-discount.de,OK,105 Di2 RD-R7150 12-fach Schaltwerk,169.99,EUR,169.99,142.85,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-105-di2-rd-r7150-12-fach-schaltwerk-1
2026-08-28,SH-105-FD,bike-discount.de,OK,105 Di2 FD-R7150 2x12-fach Umwerfer Anlöt,99.99,EUR,99.99,84.03,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-105-di2-fd-r7150-2x12-fach-umwerfer
2026-08-28,SH-105-FC,bike-discount.de,OK,105 FC-R7100 12-fach Kurbel 50/34,117.99,EUR,117.99,99.15,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-105-fc-r7100-12-fach-kurbel-50/34
2026-08-28,SH-105-CS,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-105-CS2,bike-discount.de,OK,105 CS-HG710 12-fach Kassette,58.99,EUR,58.99,49.57,19 %,skladem,jsonld,ověřit variantu,https://www.bike-discount.de/de/shimano-105-cs-hg710-12-fach-kassette
2026-08-28,SH-105-CN,bike-discount.de,OK,SLX CN-M7100 12-fach Kette mit Quick-Link,18.99,EUR,18.99,15.96,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-slx-cn-m7100-12-fach-kette-mit-quick-link
2026-08-28,SH-105-SET,bike-discount.de,OK,105 Di2 R7170 2x12-fach Gruppe Disc TOP-DEAL,799.0,EUR,799.0,671.43,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-105-di2-r7170-2x12-fach-gruppe-disc-top-deal
2026-08-28,SH-ULT-STBR,bike-discount.de,OK,ULTEGRA Di2 ST-R8170+BR-R8170 2x12-fach Scheibenbremsen-Set,578.99,EUR,578.99,486.55,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-ultegra-di2-st-r8170-br-r8170-2x12-fach-scheibenbremsen-set-2
2026-08-28,SH-ULT-RD,bike-discount.de,OK,ULTEGRA Di2 RD-R8150 12-fach Schaltwerk,254.99,EUR,254.99,214.28,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-ultegra-di2-rd-r8150-12-fach-schaltwerk-2
2026-08-28,SH-ULT-FD,bike-discount.de,OK,ULTEGRA Di2 FD-R8150 2x12-fach Umwerfer,159.99,EUR,159.99,134.45,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-ultegra-di2-fd-r8150-2x12-fach-umwerfer
2026-08-28,SH-ULT-FC,bike-discount.de,OK,ULTEGRA FC-R8100 12-fach Kurbel 50/34,194.99,EUR,194.99,163.86,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-ultegra-fc-r8100-12-fach-kurbel-50/34
2026-08-28,SH-ULT-FC-PM,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-ULT-CS,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-ULT-CN,bike-discount.de,OK,XT CN-M8100 12-fach Kette mit Quick-Link,29.99,EUR,29.99,25.2,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-xt-cn-m8100-12-fach-kette-mit-quick-link
2026-08-28,SH-ULT-SET,bike-discount.de,OK,ULTEGRA Di2 R8170 2x12-fach Gruppe Disc 140/160mm TOP-DEAL,1249.99,EUR,1249.99,1050.41,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-ultegra-di2-r8170-2x12-fach-gruppe-disc-140/160mm-1
2026-08-28,SH-ULT-SET-PM,bike-discount.de,OK,ULTEGRA Di2 R8170-P 2x12-fach Powermeter Gruppe Disc 160/160mm TOP-DEAL,1689.99,EUR,1689.99,1420.16,19 %,skladem,jsonld,ověřit variantu,https://www.bike-discount.de/de/shimano-ultegra-di2-r8170-p-2x12-fach-powermeter-gruppe-disc-160/160mm
2026-08-28,SH-DA-STBR,bike-discount.de,OK,DURA ACE Di2 ST-R9270+BR-R9270 2x12-fach Scheibenbremsen-Set,969.99,EUR,969.99,815.12,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-dura-ace-di2-st-r9270-br-r9270-2x12-fach-scheibenbremsen-set-3
2026-08-28,SH-DA-RD,bike-discount.de,OK,DURA ACE Di2 RD-R9250 12-fach Schaltwerk,529.99,EUR,529.99,445.37,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-dura-ace-di2-rd-r9250-12-fach-schaltwerk-3
2026-08-28,SH-DA-FD,bike-discount.de,OK,DURA ACE Di2 FD-R9250 2x12-fach Umwerfer,279.99,EUR,279.99,235.29,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-dura-ace-di2-fd-r9250-2x12-fach-umwerfer
2026-08-28,SH-DA-FC,bike-discount.de,OK,DURA ACE FC-R9200 12-fach Kurbel 52/36,384.99,EUR,384.99,323.52,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-dura-ace-fc-r9200-12-fach-kurbel-52/36
2026-08-28,SH-DA-FC-PM,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-DA-CS,bike-discount.de,OK,DURA ACE CS-R9200 12-fach Kassette,224.99,EUR,224.99,189.07,19 %,skladem,jsonld,ověřit variantu,https://www.bike-discount.de/de/shimano-dura-ace-cs-r9200-12-fach-kassette
2026-08-28,SH-DA-CN,bike-discount.de,OK,XTR CN-M9100 12-fach Kette mit Quick-Link,41.99,EUR,41.99,35.29,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-xtr-cn-m9100-12-fach-kette-mit-quick-link
2026-08-28,SH-DA-SET,bike-discount.de,OK,DURA ACE Di2 R9270 2x12-fach Gruppe Disc 140/160mm TOP-DEAL,1999.0,EUR,1999.0,1679.83,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-dura-ace-di2-r9270-2x12-fach-gruppe-disc-140/160mm
2026-08-28,SH-DA-SET-PM,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-X-BT-DN300,bike-discount.de,OK,Unità adattatore per BT-DN300,5.99,EUR,5.99,5.03,19 %,skladem,jsonld,,https://www.bike-discount.de/it/shimano-unita-adattatore-per-bt-dn300
2026-08-28,SH-X-EW-EC300,bike-discount.de,OK,Di2 EW-EC300 Ladekabel,34.99,EUR,34.99,29.4,19 %,skladem,jsonld,,https://www.bike-discount.de/de/shimano-di2-ew-ec300-ladekabel
2026-08-28,SH-X-RT-CL800,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-X-RT-CL900,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RED-STBR,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RED-RD,bike-discount.de,OK,RED AXS E1 12-fach Schaltwerk,529.99,EUR,529.99,445.37,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-red-axs-e1-12-fach-schaltwerk
2026-08-28,SR-RED-FD,bike-discount.de,OK,RED AXS E1 2x12-fach Umwerfer Anlöt,347.99,EUR,347.99,292.43,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-red-axs-e1-2x12-fach-umwerfer-anloet
2026-08-28,SR-RED-FC,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RED-FC-PM,bike-discount.de,OK,Red AXS DUB Powermeter 2x12-fach Carbon Kurbel 50/37,749.99,EUR,749.99,630.24,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-red-axs-dub-powermeter-2x12-fach-carbon-kurbel-50/37
2026-08-28,SR-RED-CS,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RED-CN,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RED-SET,bike-discount.de,OK,RED AXS E1 HRD Schalt-/Bremshebel Kit,349.99,EUR,349.99,294.11,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-red-axs-e1-hrd-schalt-bremshebel-kit
2026-08-28,SR-RED-SET-PM,bike-discount.de,OK,RED AXS E1 2-fach Powermeter Kit,579.99,EUR,579.99,487.39,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-red-axs-e1-powermeter-kit
2026-08-28,SR-FORCE-STBR,bike-discount.de,OK,Force AXS E1 12-fach Schaltrollen-Set,51.99,EUR,51.99,43.69,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-force-axs-e1-12-fach-schaltrollen-set
2026-08-28,SR-FORCE-RD,bike-discount.de,OK,Force AXS E1 12-fach Schaltwerk,271.99,EUR,271.99,228.56,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-force-axs-e1-12-fach-schaltwerk
2026-08-28,SR-FORCE-FD,bike-discount.de,OK,Force AXS E1 2x12-fach Umwerfer Anlöt,189.99,EUR,189.99,159.66,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-force-axs-e1-2x12-fach-umwerfer-anloet
2026-08-28,SR-FORCE-FC,bike-discount.de,OK,Force E1 DUB 2x12-fach Carbon Kurbel 50/37T,229.99,EUR,229.99,193.27,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-force-e1-dub-2x12-fach-carbon-kurbel-50/37t
2026-08-28,SR-FORCE-FC-PM,bike-discount.de,OK,Force AXS Powermeter E1 DUB 2x12-fach Carbon Kurbel 50/37T,519.99,EUR,519.99,436.97,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-force-axs-powermeter-e1-dub-2x12-fach-carbon-kurbel-50/37t
2026-08-28,SR-FORCE-CS,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-FORCE-CN,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-FORCE-SET,bike-discount.de,OK,Force E1 50-37T Carbon AXS 12-fach Gruppe,1549.99,EUR,1549.99,1302.51,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-force-e1-50-37t-carbon-axs-12-fach-gruppe
2026-08-28,SR-FORCE-SET-PM,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RIVAL-STBR,bike-discount.de,OK,Rival/Force/Red AXS Brake Caliper Service Kit,19.99,EUR,19.99,16.8,19 %,skladem,jsonld,,https://www.bike-discount.de/en/sram-rival/force/red-axs-brake-caliper-service-kit
2026-08-28,SR-RIVAL-RD,bike-discount.de,OK,Rival AXS E1 12-fach Schaltwerk,219.99,EUR,219.99,184.87,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-rival-axs-e1-12-fach-schaltwerk
2026-08-28,SR-RIVAL-FD,bike-discount.de,OK,Rival AXS E1 2x12-fach Umwerfer Anlöt,143.99,EUR,143.99,121.0,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-rival-axs-e1-2x12-fach-umwerfer-anloet
2026-08-28,SR-RIVAL-FC,bike-discount.de,OK,Rival E1 DUB 2x12-fach Kurbel 48/35T,129.99,EUR,129.99,109.24,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-rival-e1-dub-2x12-fach-kurbel-48/35t
2026-08-28,SR-RIVAL-FC-PM,bike-discount.de,OK,Rival AXS Powermeter E1 DUB 2x12-fach Kurbel 46/33T,269.99,EUR,269.99,226.88,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-rival-axs-powermeter-e1-dub-2x12-fach-kurbel-46/33t
2026-08-28,SR-RIVAL-CS,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RIVAL-CN,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RIVAL-SET,bike-discount.de,OK,Rival E1 AXS 2x12-fach 48/35T Gruppe,1149.99,EUR,1149.99,966.38,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-rival-e1-axs-2x12-fach-48/35t-gruppe
2026-08-28,SR-RIVAL-SET-PM,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-FORCE-D2-SET,bike-discount.de,OK,Rival/Force/Red AXS Brake Caliper Service Kit,19.99,EUR,19.99,16.8,19 %,skladem,jsonld,ověřit variantu,https://www.bike-discount.de/en/sram-rival/force/red-axs-brake-caliper-service-kit
2026-08-28,SR-RIVAL-D1-SET,bike-discount.de,OK,Rival eTap AXS Pulley Kit,20.99,EUR,20.99,17.64,19 %,skladem,jsonld,ověřit variantu,https://www.bike-discount.de/en/sram-rival-etap-axs-pulley-kit
2026-08-28,SR-RED-D1-SET,bike-discount.de,OK,Feder Kit für Force / Red D1 eTap AXS Schalthebel TOP-DEAL,4.99,EUR,4.99,4.19,19 %,skladem,jsonld,,https://www.bike-discount.de/de/sram-feder-kit-fuer-force/red-d1-etap-axs-schalthebel
2026-08-28,SR-X-BATTERY,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-X-CHARGER,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-X-PACELINE-160,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-X-PACELINE-X-160,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-X-CENTERLINE-XR-160,bike-discount.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-105-STBR,hupnakolo.cz,OK,"Řadicí a brzdová páka Shimano 105, ST-R7170 + třmen BR-7170 - Hupnakolo",5388.0,CZK,223.12,184.4,21 %,?,meta,ověřit variantu,https://www.hupnakolo.cz/radici-a-brzdova-paka-shimano-105--st-r7170-trmen-br-7170/
2026-08-28,SH-105-RD,hupnakolo.cz,OK,Shimano 105 RD R7150 Di2 přehazovačka 12s,3737.0,CZK,154.75,127.9,21 %,?,meta,,https://www.hupnakolo.cz/shimano-prehazovacka-105-rd-r7150-12-rychl--max-36z-min-11z-kapacita-41z-bal/
2026-08-28,SH-105-FD,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-FC,hupnakolo.cz,OK,Shimano 105 FC-R7100 | Silniční kliky 2x12 | 50-34 zubů,2665.0,CZK,110.36,91.21,21 %,?,meta,,https://www.hupnakolo.cz/shimano-kliky-105-fc-r7100-integr-klika-2x12-cerna-bez-bb-misek-bal/
2026-08-28,SH-105-CS,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-CS2,hupnakolo.cz,OK,Kazeta SHIMANO CS-HG710 12rychlostní | 11-36 zubů,1374.0,CZK,56.9,47.02,21 %,?,meta,ověřit variantu,https://www.hupnakolo.cz/shimano-kazeta-105-cs-hg710-12-12-rychl--11-36-z--bal/
2026-08-28,SH-105-CN,hupnakolo.cz,OK,"SHIMANO SLX CN-M7100 12 rychlostní řetěz, 116 článků, baleno v sáčků - Hupnakolo",429.0,CZK,17.77,14.68,21 %,?,meta,,https://www.hupnakolo.cz/shimano-retez-slx-cn-m7100-12rychl-116cl--s-rychlospojkou-box-20-ks/
2026-08-28,SH-105-SET,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-STBR,hupnakolo.cz,OK,Shimano Ultegra Di2 ST R8170 BR R8170 prava 12s brzda,6988.0,CZK,289.38,239.16,21 %,?,meta,,https://www.hupnakolo.cz/shimano-kot-brzd-set-ultegra-br-r8170-st-r8170-zadprava-j-kit-di2-bez-adapt-polymer-chl-bh90170c/
2026-08-28,SH-ULT-RD,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-FD,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-FC,hupnakolo.cz,OK,"Shimano Ultegra FC-R8100 – kliky 2×12, 46/36",4644.0,CZK,192.31,158.94,21 %,?,meta,ověřit variantu,https://www.hupnakolo.cz/shimano-kliky-ultegra-fc-r8100-integr-klika-2x12-1725-mm-46x36z-bez-bb-misek-bal/
2026-08-28,SH-ULT-FC-PM,hupnakolo.cz,OK,Adaptér přední brzdy IS-PM 203 mm - Hupnakolo,63.0,CZK,2.61,2.16,21 %,?,meta,ověřit variantu,https://www.hupnakolo.cz/adapter-predni-brzdy-is-pm-203-mm/
2026-08-28,SH-ULT-CS,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-CN,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-SET,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-SET-PM,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-STBR,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-RD,hupnakolo.cz,OK,Shimano Dura Ace RD R9250 Di2 přehazovačka 12s Shadow+,11485.0,CZK,475.61,393.07,21 %,?,meta,,https://www.hupnakolo.cz/shimano-prehazovacka-dura-ace-di2-rd-r9250-12-rychl--bal/
2026-08-28,SH-DA-FD,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-FC,hupnakolo.cz,OK,Shimano Dura-Ace FC-R9200 – kliková sada 2×12,8915.0,CZK,369.18,305.11,21 %,?,meta,ověřit variantu,https://www.hupnakolo.cz/shimano-kliky-dura-ace-fc-r9200-integr-klika-2x12-175-mm-52x36z-bez-bb-misek/
2026-08-28,SH-DA-FC-PM,hupnakolo.cz,OK,"Shimano DURA-ACE FC-R9200-P Powermeter kliky | 2x12, 175 mm, wattmetr",21798.0,CZK,902.68,746.02,21 %,?,meta,ověřit variantu,https://www.hupnakolo.cz/shimano-kliky-dura-ace-fc-r9200-p-integr-klika-2x12-175-mm-bez-prev--bez-bb-misek-pro-mer-vyk-bal/
2026-08-28,SH-DA-CS,hupnakolo.cz,OK,"SHIMANO CS-R9200 Dura-Ace 12-kazeta 11-30 zubů, v krabičce - Hupnakolo",5163.0,CZK,213.81,176.7,21 %,?,meta,,https://www.hupnakolo.cz/shimano-cs-r9200-dura-ace-12-kazeta-11-30-zubu--v-krabicce/?parameterValueId=9618
2026-08-28,SH-DA-CN,hupnakolo.cz,OK,Řetěz SHIMANO XTR CN-M9100 - 12 rychlostí - Hupnakolo,1049.0,CZK,43.44,35.9,21 %,?,meta,,https://www.hupnakolo.cz/shimano-xtr-cn-m9100/
2026-08-28,SH-DA-SET,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-SET-PM,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-X-BT-DN300,hupnakolo.cz,OK,SHIMANO baterie Di2 BT-DN300 EU spec bal - Hupnakolo,2803.0,CZK,116.08,95.93,21 %,?,meta,,https://www.hupnakolo.cz/shimano-baterie-di2-bt-dn300-eu-spec-bal/
2026-08-28,SH-X-EW-EC300,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-X-RT-CL800,hupnakolo.cz,OK,Shimano RT-CL800 160 mm – Ultegra brzdový kotouč Ice Tech FREEZA,920.0,CZK,38.1,31.49,21 %,?,meta,ověřit variantu,https://www.hupnakolo.cz/brzdovy-kotouc-shimano-rt-cl800-160mm-center-lock--ice-technologies--v-krabicce/
2026-08-28,SH-X-RT-CL900,hupnakolo.cz,OK,SHIMANO brzd kotouč -ostatní RT-CL900 center lock 160 mm pro Ice tech + lock ring (interní) - Hupnakolo,1188.0,CZK,49.2,40.66,21 %,?,meta,,https://www.hupnakolo.cz/shimano-brzd-kotouc-ostatni-rt-cl900-center-lock-160-mm-pro-ice-tech-lock-ring--interni-/
2026-08-28,SR-RED-STBR,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-RD,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-FD,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-FC,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-FC-PM,hupnakolo.cz,OK,"SRAM Red AXS E1 Kliky s Power Metrem 172,5 mm 50/37z DUB | Hupnakolo.cz",26128.0,CZK,1081.99,894.21,21 %,?,meta,,https://www.hupnakolo.cz/sram-red-axs-e1-kliky-s-power-metrem--dub-172-5-mm---direct-mount-50-37z/
2026-08-28,SR-RED-CS,hupnakolo.cz,OK,"Kazeta SRAM RED XG-1290 12rychlostní | eTap AXS | 10-26, 10-28, 10-33",5475.0,CZK,226.73,187.38,21 %,?,meta,ověřit variantu,https://www.hupnakolo.cz/sram-red-xg-1290-12rychlostni-kazeta-2/
2026-08-28,SR-RED-CN,hupnakolo.cz,OK,Sram Red E1 Flattop řetěz Rainbow 126 článků - Hupnakolo,2025.0,CZK,83.86,69.3,21 %,?,meta,,https://www.hupnakolo.cz/00-2518-068-008-sram-am-cn-red-e1-126li-rbw-w-pwr-lck-12s-1pc/
2026-08-28,SR-RED-SET,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-SET-PM,hupnakolo.cz,OK,00.3018.387.003 - SRAM PM KIT DM 5239T RED AXS E1 BLK/SLV - Hupnakolo,16629.0,CZK,688.63,569.11,21 %,?,meta,,https://www.hupnakolo.cz/00-3018-387-003-sram-pm-kit-dm-5239t-red-axs-e1-blk-slv/
2026-08-28,SR-FORCE-STBR,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-RD,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-FD,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-FC,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-FC-PM,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-CS,hupnakolo.cz,OK,"Kazeta SRAM Force XG-1270 12rychlostní | 10-28, 10-33, 10-36 zubů",3357.0,CZK,139.02,114.89,21 %,?,meta,ověřit variantu,https://www.hupnakolo.cz/sram-force-xg-1270-12rychlostni-kazeta/
2026-08-28,SR-FORCE-CN,hupnakolo.cz,OK,FORCE spojka řetězu 9s PYC | Shimano / SRAM | 8592627107733,55.0,CZK,2.28,1.88,21 %,?,meta,ověřit variantu,https://www.hupnakolo.cz/spojka-pyc-pro-9-retez--1sada-1-blistr-6ks-spojek/
2026-08-28,SR-FORCE-SET,hupnakolo.cz,OK,SRAM Force AXS E2 2×12 – bezdrátová silniční sada,33371.0,CZK,1381.94,1142.1,21 %,?,meta,ověřit variantu,https://www.hupnakolo.cz/00-7918-418-000-sram-force-axs-groupset-2--12-e2---bezdratova-silnicni-sada/
2026-08-28,SR-FORCE-SET-PM,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-STBR,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-RD,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-FD,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-FC,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-FC-PM,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-CS,hupnakolo.cz,OK,Kazeta SRAM Rival XG-1250 | 12rychlostní | 10-30 a 10-36 zubů,2283.0,CZK,94.54,78.13,21 %,?,meta,,https://www.hupnakolo.cz/sram-rival-xg-1250-12rychlostni-kazeta/?parameterValueId=11397
2026-08-28,SR-RIVAL-CN,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-SET,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-SET-PM,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-D2-SET,hupnakolo.cz,OK,SRAM Force AXS E2 2×12 – bezdrátová silniční sada,33371.0,CZK,1381.94,1142.1,21 %,?,meta,ověřit variantu,https://www.hupnakolo.cz/00-7918-418-000-sram-force-axs-groupset-2--12-e2---bezdratova-silnicni-sada/
2026-08-28,SR-RIVAL-D1-SET,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-D1-SET,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-X-BATTERY,hupnakolo.cz,OK,SRAM baterie pro eTAP a AXS - Hupnakolo,1235.0,CZK,51.14,42.27,21 %,?,meta,,https://www.hupnakolo.cz/sram-baterie-pro-etap-a-axs/
2026-08-28,SR-X-CHARGER,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-X-PACELINE-160,hupnakolo.cz,OK,00.5018.248.001 - SRAM AM DB ROTOR CL PACELINE 160 ROUNDEDLR A2 - Hupnakolo,884.0,CZK,36.61,30.25,21 %,?,meta,,https://www.hupnakolo.cz/00-5018-248-001-sram-am-db-rotor-cl-paceline-160-roundedlr-a2/
2026-08-28,SR-X-PACELINE-X-160,hupnakolo.cz,OK,SRAM Paceline X Center Lock 160 mm – dvoudílný brzdový kotouč Rounded Edges - Hupnakolo,1338.0,CZK,55.41,45.79,21 %,?,meta,,https://www.hupnakolo.cz/sram-paceline-x-center-lock-160-mm---dvoudilny-brzdovy-kotouc-rounded-edges/
2026-08-28,SR-X-CENTERLINE-XR-160,hupnakolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-STBR,kupkolo.cz,OK,"Řadicí a brzdová páka Shimano 105 Di2, ST-R7170, 2x12",4590.0,CZK,190.08,157.09,21 %,skladem,jsonld,ověřit variantu,https://www.kupkolo.cz/radici-a-brzdova-paka-shimano-105-di2-st-r7170-2x12_z119215/
2026-08-28,SH-105-RD,kupkolo.cz,OK,"Přehazovačka Shimano 105 Di2, RD-R7150, 12s",3990.0,CZK,165.23,136.55,21 %,skladem,jsonld,,https://www.kupkolo.cz/prehazovacka-shimano-105-di2-rd-r7150-12s_z119220/
2026-08-28,SH-105-FD,kupkolo.cz,OK,"Přesmykač Shimano 105, FD-R7150, 2x12 Di2",2590.0,CZK,107.26,88.64,21 %,skladem,jsonld,,https://www.kupkolo.cz/presmykac-shimano-105-fd-r7150-2x12-di2_z123245/
